63.19309,75.43728,RU,Noyabrsk
55.0415,82.9346,RU,Novosibirsk
53.7557,87.1099,RU,Novokuznetsk
69.3535,88.2027,RU,Norilsk
60.9344,76.5531,RU,Nizhnevartovsk
61.09979,72.60349,RU,Nefteyugansk
55.045,60.10833,RU,Miass
53.69417,88.06028,RU,Mezhdurechensk
54.6567,86.1737,RU,Leninsk-Kuznetsky
51.71081,94.45338,RU,Kyzyl
55.45,65.33333,RU,Kurgan
56.01839,92.86717,RU,Krasnoyarsk
53.99,86.6621,RU,Kiselëvsk
61.00417,69.00194,RU,Khanty-Mansiysk
55.33333,86.08333,RU,Kemerovo
56.20167,95.7175,RU,Kansk
56.4185,61.9329,RU,Kamensk-Ural’skiy
51.96056,85.91892,RU,Gorno-Altaysk
55.15402,61.42915,RU,Chelyabinsk
52.53639,85.20722,RU,Biysk
53.36056,83.76361,RU,Barnaul
56.2694,90.4993,RU,Achinsk
53.71556,91.42917,RU,Abakan
56.60056,84.88639,RU,Seversk
62.03389,129.73306,RU,Yakutsk
43.10562,131.87353,RU,Vladivostok
58.00056,102.66194,RU,Ust’-Ilimsk
43.80291,131.94578,RU,Ussuriysk
51.82721,107.60627,RU,Ulan-Ude
42.81384,132.87348,RU,Nakhodka
48.48271,135.08379,RU,Khabarovsk
52.29778,104.29639,RU,Irkutsk
52.03171,113.50087,RU,Chita
50.27961,127.5405,RU,Blagoveshchensk
48.79284,132.92386,RU,Birobidzhan
43.3595,132.18887,RU,Artëm
52.53667,103.88639,RU,Angarsk
46.95407,142.73603,RU,Yuzhno-Sakhalinsk
53.06393,158.62751,RU,Petropavlovsk-Kamchatsky
59.5638,150.80347,RU,Magadan
64.73424,177.5103,RU,Anadyr
